num	date	subjStartTime	trialNum	stimName	flipLeft	inView	response	rt
2	2021.11.25	21:31:49	107	social/car.jpg	true	true	right	3.72
2	2021.11.25	21:31:49	108	social/receptions.jpg	true	true	left	4.659
2	2021.11.25	21:31:49	109	inanimate/undercarriage.jpg	true	true	left	4.466
2	2021.11.25	21:31:49	110	social/runaway.jpg	true	true	left	3.123
2	2021.11.25	21:31:49	111	social/veranda.jpg	true	true	right	4.033
2	2021.11.25	21:31:49	112	inanimate/cake.jpg	true	true	left	9.389
2	2021.11.25	21:31:49	113	social/clambering.jpg	true	true	right	2.411
2	2021.11.25	21:31:49	114	social/wiry.jpg	true	true	right	4.898
2	2021.11.25	21:31:49	115	inanimate/droning.jpg	true	true	right	4.691
2	2021.11.25	21:31:49	116	inanimate/straw.jpg	true	true	right	2.074
2	2021.11.25	21:31:49	117	social/wave.jpg	true	true	left	4.039
2	2021.11.25	21:31:49	118	inanimate/detecting.jpg	false	true	right	3.53
2	2021.11.25	21:31:49	119	social/fattening.jpg	true	true	left	2.357
2	2021.11.25	21:31:49	120	social/desert.jpg	false	true	right	2.653
2	2021.11.25	21:31:49	121	social/cramming.jpg	false	true	right	3.14
2	2021.11.25	21:31:49	122	social/altars.jpg	true	true	left	3.129
2	2021.11.25	21:31:49	123	inanimate/observational.jpg	true	true	right	1.961
2	2021.11.25	21:31:49	124	inanimate/wear.jpg	false	true	right	6.355
2	2021.11.25	21:31:49	125	inanimate/restraint.jpg	false	true	left	4.579
2	2021.11.25	21:31:49	126	inanimate/diamonds.jpg	false	true	right	3.305
2	2021.11.25	21:31:49	127	inanimate/inhabited.jpg	false	true	left	4.205
2	2021.11.25	21:31:49	128	social/mustered.jpg	true	true	left	4.126
2	2021.11.25	21:31:49	129	social/cake.jpg	true	true	right	2.98
2	2021.11.25	21:31:49	130	inanimate/fragrant.jpg	false	true	left	3.109
2	2021.11.25	21:31:49	131	social/droning.jpg	true	true	left	8.024
2	2021.11.25	21:31:49	132	social/infected.jpg	true	true	left	2.644
2	2021.11.25	21:31:49	133	social/nicotine.jpg	false	true	right	5.381
2	2021.11.25	21:31:49	134	social/knitters.jpg	false	true	right	2.336
2	2021.11.25	21:31:49	135	social/budding.jpg	false	true	right	2.399
2	2021.11.25	21:31:49	136	social/stagecoach.jpg	true	true	right	5.898
2	2021.11.25	21:31:49	137	social/chopping.jpg	false	true	right	2.776
2	2021.11.25	21:31:49	138	social/russet.jpg	true	true	left	3.434
2	2021.11.25	21:31:49	139	inanimate/cramming.jpg	false	true	right	4.549
2	2021.11.25	21:31:49	140	inanimate/wanderer.jpg	false	true	left	5.639
2	2021.11.25	21:31:49	141	inanimate/glittering.jpg	true	true	left	4.642
2	2021.11.25	21:31:49	142	inanimate/wave.jpg	true	true	right	3.226
2	2021.11.25	21:31:49	143	social/departmental.jpg	false	true	right	6.597
2	2021.11.25	21:31:49	144	social/undercarriage.jpg	true	true	right	5.548
2	2021.11.25	21:31:49	145	social/closely.jpg	false	true	left	4.312
2	2021.11.25	21:31:49	146	social/manufacturing.jpg	false	true	right	9.058
2	2021.11.25	21:31:49	147	social/water.jpg	false	true	left	6.497
2	2021.11.25	21:31:49	148	social/vocals.jpg	true	true	right	2.728
2	2021.11.25	21:31:49	149	inanimate/ethnic.jpg	false	true	right	7.266
2	2021.11.25	21:31:49	150	inanimate/drummers.jpg	true	true	right	4.143
2	2021.11.25	21:31:49	151	social/restraint.jpg	false	true	right	12.625
2	2021.11.25	21:31:49	152	social/diamonds.jpg	false	true	left	12.75
2	2021.11.25	21:31:49	153	inanimate/vanilla.jpg	true	true	left	3.012
2	2021.11.25	21:31:49	154	social/eroding.jpg	false	true	right	6.27
2	2021.11.25	21:31:49	155	social/retrial.jpg	true	true	right	2.886
2	2021.11.25	21:31:49	156	inanimate/pillow.jpg	false	true	right	4.89
num	date	subjStartTime	trialNum	stimName	flipLeft	inView	response	rt
4	2021.11.25	21:46:08	1	inanimate/manufacturing.jpg	true	true	left	0.77
4	2021.11.25	21:46:08	2	social/veranda.jpg	false	true	right	0.747
4	2021.11.25	21:46:08	3	social/graduated.jpg	true	true	left	0.804
4	2021.11.25	21:46:08	4	inanimate/castor.jpg	false	true	right	0.34
4	2021.11.25	21:46:08	5	inanimate/discoloured.jpg	false	true	left	0.059
4	2021.11.25	21:46:08	6	social/desert.jpg	true	true	right	0.121
4	2021.11.25	21:46:08	7	inanimate/undercarriage.jpg	false	true	right	0.462
4	2021.11.25	21:46:08	8	inanimate/jews.jpg	true	true	right	0.252
